,question,solution,answer,topic,question_number
506,Naruto can use 100 shadow clones in 20 minutes. How many shadow clones can he use in 40 minutes?,"def solution():
    #Naruto can use 100 shadow clones in 20 minutes
    clones_20_minutes = 100
    #40 minutes is 2 * 20 minutes
    minutes_40 = 2 * 20
    #He uses the same number of shadow clones in 20 minutes as in 40 minutes
    clones_40_minutes = clones_20_minutes * 2
    return clones_40_minutes",200,Naruto,llama_q505
35,A volleyball team has 6 players on the court and they have 2 substitute players. How many total players are there on the team?,"def solution():
    #Number of players on the court
    players_on_court = 6
    #Number of substitute players
    substitute_players = 2
    #Total number of players on the team
    total_players = players_on_court + substitute_players
    return total_players
print(solution())",8,volleyball,mammoth_q35
929,"Spiderman, the superhero, is 6 feet tall.  He wears shoes that are 1 inch thick.  How tall is he in inches?  (1 foot is 12 inches)","def solution():
    #Spiderman's height in feet
    spiderman_height_feet = 6
    #Spiderman's shoe thickness in inches
    shoe_thickness = 1
    #1 foot is 12 inches
    feet_to_inches = 12
    #Spiderman's height in inches is
    spiderman_height_inches = spiderman_height_feet * feet_to_inches + shoe_thickness
    return spiderman_height_inches",73,Spiderman,llama_q923
1012,"Steph Curry is the best shooter in the NBA. He made 4 three-pointers in the first quarter, 5 in the second, 6 in the third, and 3 in the fourth. How many three-pointers did he make in the game?","def solution():
    #Steph Curry made 4 three-pointers in the first quarter
    three_pointers_first_quarter = 4
    #5 in the second
    three_pointers_second_quarter = 5
    #6 in the third
    three_pointers_third_quarter = 6
    #and 3 in the fourth
    three_pointers_fourth_quarter = 3
    #The answer is
    result = three_pointers_first_quarter + three_pointers_second_quarter + three_pointers_third_quarter + three_pointers_fourth_quarter
    return result",18,Steph Curry,llama_q1006
160,"Barbie gives her daughter 2600 barrettes. She uses 1250 barrettes for her hair, 200 for her ears, and 1000 for her purse. How many barrettes does she have left?","def solution():
    #Barbie had 2400 barrettes in total
    barrettes_total = 2400
    #She used 1250 for her hair
    barrettes_hair = 1250
    #200 for her ears
    barrettes_ears = 200
    #and 1000 for her purse
    barrettes_purse = 1000
    #The answer is
    result = barrettes_total - barrettes_hair - barrettes_ears - barrettes_purse
    return result",-50,Barbie,llema_q160
44,"There are 25 cars in a parking lot. 15% of the cars are red, 20% of the cars are blue, and the rest are yellow. How many of the cars are yellow?","def solution():
    #There are 25 cars in a parking lot
    cars = 25
    #15% of the cars are red
    red_cars = cars * 0.15
    #20% of the cars are blue
    blue_cars = cars * 0.20
    #The rest are yellow
    yellow_cars = cars - red_cars - blue_cars
    #The answer is
    result = yellow_cars
    return result",16.25,cars,mammoth_q44
239,A Pokémon trainer has 400 Pokémon. 200 of them are Pikachu. 100 of them are Squirtle. 50 of them are Charmander. 50 of them are Bulbasaur. How many of the trainer's Pokémon are not one of these four types?,"def solution():
    #Total number of Pokémon
    total_pokemon = 400
    #Number of Pikachu
    pikachu = 200
    #Number of Squirtle
    squirtle = 100
    #Number of Charmander
    charmander = 50
    #Number of Bulbasaur
    bulbasaur = 50
    #The answer is
    result = total_pokemon - pikachu - squirtle - charmander - bulbasaur
    return result",0,Pokémon,mathwell_q236
533,A box of candy has 100 pieces. 50 of the pieces are gummy bears. 20 of the pieces are gummy worms. The rest of the pieces are gummy colas. How many pieces of candy are gummy colas?,"def solution():
    #A box of candy has 100 pieces
    candy_pieces = 100
    #50 of the pieces are gummy bears
    gummy_bears = 50
    #20 of the pieces are gummy worms
    gummy_worms = 20
    #The rest of the pieces are gummy colas
    gummy_colas = candy_pieces - gummy_bears - gummy_worms
    return gummy_colas",30,candy,llama_q532
239,The Power Rangers have 200 gummy bears. They eat 20 gummy bears per day. How many days will they have to eat gummy bears?,"def solution():
    #The Power Rangers have 200 gummy bears
    gummy_bears_initial = 200
    #They eat 20 gummy bears per day
    gummy_bears_per_day = 20
    #The answer is
    result = gummy_bears_initial / gummy_bears_per_day
    return result",10.0,Power Rangers,mammoth_q239
108,1000 Minecraft players were at a Minecraft tournament. 25% of the players were from the visiting team. 50% of the players were from the home team. 200 of the players were from the press. The rest of the players were from the general public. How many players were from the general public?,"def solution():
    #1000 Minecraft players were at the Minecraft tournament
    total_players = 1000
    #25% of the players were from the visiting team
    visiting_team = total_players * 0.25
    #50% of the players were from the home team
    home_team = total_players * 0.50
    #200 of the players were from the press
    press = 200
    #The rest of the players were from the general public. The answer is
    general_public = total_players - visiting_team - home_team - press
    return general_public",50.0,Minecraft,llama_q108
1400,Captain Marvel has 2000 Kree. 300 of them are on Hala. 500 of them are on Xandar. 200 of them are on Kree-Lar. The rest are on Earth. How many Kree are on Earth?,"def solution():
    #Captain Marvel has 2000 Kree
    kree = 2000
    #300 of them are on Hala
    hala = 300
    #500 of them are on Xandar
    xandar = 500
    #200 of them are on Kree-Lar
    kree_lar = 200
    #The rest are on Earth. The answer is
    earth = kree - hala - xandar - kree_lar
    return earth",1000,Captain Marvel,mathwell_q1343
125,"If one scoop of ice cream is 50 calories, and you can eat 10 scoops of ice cream in 10 seconds, how many calories can you eat in 40 seconds?","def solution():
    #One scoop of ice cream is 50 calories
    calories_per_scoop = 50
    #You can eat 10 scoops of ice cream in 10 seconds
    scoops_in_10_seconds = 10
    #You can eat 10*4 = 40 scoops of ice cream in 40 seconds
    scoops_in_40_seconds = scoops_in_10_seconds * 4
    #The total calories you can eat in 40 seconds is 40*50 = 2000
    total_calories = calories_per_scoop * scoops_in_40_seconds
    return total_calories",2000,ice cream,mammoth_q125
1093,"There are 4 Ninja Turtles. 2 of them are 15 years old, and the other 2 are 17 years old. What is the average age of the Ninja Turtles?","def solution():
    #2 of the Ninja Turtles are 15 years old
    turtles_15 = 2
    #The other 2 are 17 years old
    turtles_17 = 2
    #The average age is
    result = (turtles_15 * 15 + turtles_17 * 17) / 4
    return result",16.0,Ninja Turtles,mathwell_q1053
2,"Thor, the God of Thunder, can throw his hammer 50 feet in 1.5 seconds. 
How far can he throw his hammer in 5 seconds?","def solution():
    #Thor can throw his hammer 50 feet in 1.5 seconds
    feet_per_second = 50 / 1.5
    #He can throw his hammer
    feet_in_5_seconds = feet_per_second * 5
    #The answer is
    result = feet_in_5_seconds
    return result",166.66666666666669,"Thor, the God of Thunder",mammoth_q2
554,"100 unicorns are in a field. 25 of them are pink, 30 of them are purple, and the rest are blue. How many unicorns are blue?","def solution():
    #100 unicorns are in a field
    total_unicorns = 100
    #25 of them are pink
    pink_unicorns = 25
    #30 of them are purple
    purple_unicorns = 30
    #The rest are blue
    blue_unicorns = total_unicorns - pink_unicorns - purple_unicorns
    return blue_unicorns",45,unicorns,mathwell_q542
888,"Wonder Woman can punch 100 times a minute. 
She punches for 5 minutes a day, 6 days a week. 
How many punches does she throw a year?","def solution():
    #Wonder Woman can punch 100 times a minute
    punches_per_minute = 100
    #She punches for 5 minutes a day
    minutes_per_day = 5
    #6 days a week
    days_per_week = 6
    #52 weeks a year
    weeks_per_year = 52
    #The answer is
    result = punches_per_minute * minutes_per_day * days_per_week * weeks_per_year
    return result",156000,Wonder Woman,mathwell_q860
819,There are 50 cats in the kitchen. 40 of the cats eat cat food. 30 of the cats drink water. 10 of the cats eat cat food and drink water.  How many cats eat cat food but do not drink water?,"def solution():
    #Total number of cats
    cat_total = 50
    #Number of cats who eat cat food
    cat_food = 40
    #Number of cats who drink water
    cat_water = 30
    #Number of cats who eat cat food and drink water
    cat_food_water = 10
    #Number of cats who eat cat food but do not drink water
    cat_food_no_water = cat_food - cat_food_water
    return cat_food_no_water",30,cats,llema_q816
93,There are 32 flavors of ice cream at the local shop. They have 26 toppings to add to the ice cream. How many different combinations of ice cream and toppings are there?,"def solution():
    #There are 32 flavors of ice cream
    ice_cream_flavors = 32
    #There are 26 toppings to add to the ice cream
    toppings = 26
    #The number of combinations is the product of the number of flavors and toppings
    combinations = ice_cream_flavors * toppings
    return combinations",832,ice cream,mammoth_q93
545,Batman has 1000 Batarangs. 500 of them are 6-inch Batarangs. 300 of them are 8-inch Batarangs. How many of them are 10-inch Batarangs?,"def solution():
    #Batman has 1000 Batarangs
    batarangs_total = 1000
    #500 of them are 6-inch Batarangs
    batarangs_6_inch = 500
    #300 of them are 8-inch Batarangs
    batarangs_8_inch = 300
    #The answer is
    batarangs_10_inch = batarangs_total - batarangs_6_inch - batarangs_8_inch
    return batarangs_10_inch",200,Batman,llama_q543
435,"In the game Super Mario Bros, Mario can collect 100 coins to get an extra life. 
If he has 1000 coins, how many extra lives does he get?","def solution():
    #Mario has 1000 coins
    coins = 1000
    #He can collect 100 coins to get an extra life. The answer is
    result = coins // 100
    return result",10,Super Mario,mathwell_q429
1178,"Wonder Woman's lasso of truth is 50 feet long. 
It is 20% longer than her whip. 
How long is her whip?","def solution():
    #The lasso of truth is 50 feet long
    lasso_of_truth = 50
    #It is 20% longer than her whip
    whip_length = lasso_of_truth - 0.20 * lasso_of_truth
    #The answer is
    result = whip_length
    return result",40.0,Wonder Woman,mathwell_q1134
