,0
327,"{'question': 'Serena Williams won 5 tennis tournaments in 2006. 3 of them are grand slams. How many non-slam tournaments did Serena Williams win?', 'solution': 'def solution():\n    #Serena Williams won 5 tennis tournaments in 2006\n    tournaments = 5\n    #3 of them are grand slams\n    slam = 3\n    #The answer is\n    non_slams = tournaments - slam\n    return non_slams', 'answer': '2', 'accuracy': 1.0, 'explanation': 'The solution correctly identifies the total number of tournaments Serena Williams won and subtracts the number of grand slam tournaments to arrive at the correct number of non-slam tournaments she won.'}"
328,"
{
  ""question"": ""Naruto's father was an ice priest and his mother was a ninja. Naruto is only half of ice priest and half of ninja. What is his percentage blood-line from ice priest?"",
  ""solution"": ""def solution():\n    #100% - 50% - 50% = 0%\n    percent_of_ice_priest_bloodline = 0\n    return percent_of_ice_priest_bloodline"",
  ""answer"": ""0"",
  ""accuracy"": 0.0,
  ""explanation"": ""The solution incorrectly calculates Naruto's ice priest blood-line percentage as 0%. The correct percentage should be 50% since he is described as being half ice priest.""
}
"
329,"
{
  ""question"": ""How many more tires does a car with 14 wheels have when compared to a car with 8 wheels?"",
  ""solution"": ""def solution():\n    #Wheels in a car with 14 wheels\n    car_14_wheels = 14\n    #Wheels in a car with 8 wheels\n    car_8_wheels = 8\n    #More wheels in the car with 14 wheels\n    more_wheels = car_14_wheels - car_8_wheels\n    return more_wheels"",
  ""answer"": ""6"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the difference in the number of wheels between a car with 14 wheels and a car with 8 wheels by subtracting the smaller number from the larger number, resulting in the correct number of additional wheels or tires.""
}
"
330,"{'question': ""Captain America's shield weighs 20lbs and his helmet weighs 3lb. What is the total weight of his shield and his helmet?"", 'solution': ""def solution():\n    #Captain America's shield weighs 20lbs\n    shield_weight = 20\n    #His helmet weighs 3lbs\n    helmet_weight = 3\n    #The answer is\n    result = shield_weight + helmet_weight\n    return result"", 'answer': '23', 'accuracy': 1.0, 'explanation': 'The solution correctly adds the weight of Captain America’s shield and helmet together to arrive at the correct total weight.'}"
331,"{'question': 'In a certain town, there are 10 ice cream shops. 3 of them sell chocolate ice cream, 4 of them sell vanilla ice cream, and 2 of them sell strawberry ice cream. How many ice cream shops sell chocolate ice cream?', 'solution': 'def solution():\n    #Total number of ice cream shops\n    total_ice_cream_shops = 10\n    #Number of ice cream shops that sell chocolate ice cream\n    ice_cream_shops_sell_chocolate = 3\n    #Number of ice cream shops that sell vanilla ice cream\n    ice_cream_shops_sell_vanilla = 4\n    #Number of ice cream shops that sell strawberry ice cream\n    ice_cream_shops_sell_strawberry = 2\n    #The answer is\n    result = ice_cream_shops_sell_chocolate\n    return result', 'answer': '3', 'accuracy': 1.0, 'explanation': ""The solution correctly identifies the number of ice cream shops that sell chocolate ice cream and returns the correct answer, which is 3.""}"
332,"
{'question': 'Harry Potter has 5000 galleons. He uses 2000 galleons to buy a wand, 1000 galleons to buy a broomstick, and 500 galleons to buy a book. How many galleons does he have left?', 'solution': 'def solution():\n    #Harry Potter started with 5000 galleons\n    galleons_initial = 5000\n    #He used 2000 galleons to buy a wand\n    galleons_wand = 2000\n    #1000 galleons to buy a broomstick\n    galleons_broomstick = 1000\n    #and 500 galleons to buy a book\n    galleons_book = 500\n    #The answer is\n    result = galleons_initial - galleons_wand - galleons_broomstick - galleons_book\n    return result', 'answer': '1500', 'accuracy': 1.0, 'explanation': 'The solution correctly subtracts the cost of the wand, broomstick, and book from Harry Potter’s initial amount of galleons to calculate the correct amount remaining.'}
"
333,"
{
    'question': 'A child has 100 candy bars. 20 of them are chocolate, 30 of them are sour, and 50 of them are gummy. How many chocolate and sour candy bars does the child have in total?',
    'solution': 'def solution():\n    #The child has 100 candy bars\n    candy_bars = 100\n    #20 of them are chocolate\n    chocolate_candy_bars = 20\n    #30 of them are sour\n    sour_candy_bars = 30\n    #50 of them are gummy\n    gummy_candy_bars = 50\n    #The answer is\n    result = chocolate_candy_bars + sour_candy_bars\n    return result',
    'answer': '50',
    'accuracy': 1.0,
    'explanation': 'The solution correctly calculates the total number of chocolate and sour candy bars by adding the number of chocolate candy bars (20) to the number of sour candy bars (30), which equals 50.'
}
"
334,"{'question': 'Volleyball academy has 97 players. Of the players, 53 are girls. The rest of the players are boys. How many boys in the volleyball academy?', 'solution': 'def solution():\n    # Volleyball academy has 97 players\n    academy_players = 97\n    # 53 are girls\n    girl_players = 53\n    #The rest of the players are boys\n    boy_players = academy_players - girl_players\n    #The answer is\n    result = boy_players\n    return result', 'answer': '44', 'accuracy': 1.0, 'explanation': 'The solution correctly defines the total number of players in the academy and the number of girl players, then accurately calculates the number of boy players by subtracting the number of girl players from the total number of players to arrive at the correct answer.'}"
335,"{
    'question': 'A trainer has 15 Pokémon. He needs 2 Pokémon to battle. How many Pokémon does he need?',
    'solution': 'def solution():\n    #A trainer has 15 Pokémon\n    pokemon_trainer = 15\n    #He needs 2 Pokémon to battle\n    pokemon_needed = 2\n    #The answer is\n    result = pokemon_trainer - pokemon_needed\n    return result',
    'answer': '13',
    'accuracy': 0.0,
    'explanation': 'The solution is not accurate as it misunderstands the question. The trainer having 15 Pokémon and needing 2 Pokémon to battle does not mean he needs 13 more Pokémon; instead, it implies the trainer already has more than enough Pokémon for a battle. The correct answer is that the trainer needs 2 Pokémon for a battle, which he already has.'
}"
336,"{'question': 'Naruto has 1000 ramen. He gives 200 ramen to each of his 5 friends. How many ramen does Naruto have left?', 'solution': 'def solution():\n    # Naruto has 1000 ramen\n    naruto_ramen = 1000\n    # He gives 200 ramen to each of his 5 friends\n    ramen_given = 200 * 5\n    # The answer is\n    result = naruto_ramen - ramen_given\n    return result', 'answer': '0', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates the total amount of ramen given by multiplying 200 (the amount given to each friend) by 5 (the number of friends), which results in 1000 ramen given. Naruto initially had 1000 ramen, and after giving away 1000 ramen, he has 0 ramen left, which matches the provided answer.'}"
337,"{'question': 'Wonder Woman has 120 Lassos of Truth. She uses 40 of them to take down the Cheetah, 25 of them to defeat Circe, and 10 of them to incapacitate the Giganta. How many Lassos of Truth does she have left?', 'solution': 'def solution():\n    #Wonder Woman started with 120 Lassos of Truth\n    lassos_initial = 120\n    #She used 40 to take down the Cheetah\n    lassos_cheetah = 40\n    #She used 25 to defeat Circe\n    lassos_circe = 25\n    #She used 10 to incapacitate the Giganta\n    lassos_giganta = 10\n    #The answer is\n    result = lassos_initial - lassos_cheetah - lassos_circe - lassos_giganta\n    return result', 'answer': '45', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates the number of Lassos of Truth left by subtracting the number of lassos used on each villain from the initial count of lassos.'}"
338,"{
  'question': 'The volleyball team won 120 games. They lost 100 games. How many games did they play?',
  'solution': 'def solution():\n    #The volleyball team won 120 games\n    games_won = 120\n    #They lost 100 games\n    games_lost = 100\n    #The answer is\n    result = games_won + games_lost\n    return result',
  'answer': '220',
  'accuracy': 1.0,
  'explanation': 'The solution correctly defines the variables and calculates the total number of games played by adding the number of games won to the number of games lost.'
}"
339,"
{
  ""question"": ""There are 20 flavors of ice cream. You can choose up to 3 flavors. How many different ways can you choose the flavors?"",
  ""solution"": ""def solution():\n    from math import comb\n\n    # total number of flavors\n    total_flavors = 20\n\n    # maximum number of flavors you can choose\n    max_flavors = 3\n\n    # calculate the number of ways to choose flavors\n    ways = sum(comb(total_flavors, i) for i in range(1, max_flavors + 1))\n\n    return ways\nprint(solution())"",
  ""answer"": ""1350"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly uses the combination formula to calculate the number of ways to choose 1, 2, or 3 flavors from a total of 20, without any repetitions, and sums them up to find the total number of different ways to choose the flavors.""
}
"
340,"Based on the given question and solution, the evaluation is as follows:

{'question': 'Harry Potter has 7 books. Each book has 200 pages. How many total pages are there in all the books?', 'solution': 'def solution():\n    # number of books\n    books = 7\n    # number of pages per book\n    pages_per_book = 200\n    # calculate total pages\n    total_pages = books * pages_per_book\n    return total_pages', 'answer': '1400', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates the total number of pages by multiplying the number of books Harry Potter has by the number of pages per book.'}"
341,"{'question': 'LeBron James has 20,000 points. He scored 5,000 more points than Steph Curry. He scored another 6,000 points. Now he has 9,000 fewer points than Steph Curry. How many points does Stephen Curry have?', 'solution': 'def solution():\n    #LeBron James has 20,000 points\n    lebron_points = 20000\n    #He scored 5,000 more points than Steph Curry\n    steph_curry_points = lebron_points - 5000\n    #He scored another 6,000 points\n    lebron_points += 6000\n    #Now he has 9,000 fewer points than Steph Curry\n    steph_curry_points = lebron_points + 9000\n    #The answer is\n    result = steph_curry_points\n    return result', 'answer': '35000', 'accuracy': 1.0, 'explanation': ""The correct solution involves first calculating how many points Steph Curry had initially, which would be 20,000 - 5,000 = 15,000 points. LeBron then scores another 6,000 points, bringing his total to 26,000 points. Since after scoring the additional points LeBron has 9,000 fewer points than Steph Curry, Steph Curry would have 26,000 + 9,000 = 35,000 points.""}"
