,0
298,"
{
  ""question"": ""Superman can fly 1000 miles per hour. He can fly 500 miles per hour faster than the speed of sound. How fast is the speed of sound?"",
  ""answer"": ""500"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question uses a fictional character to create a scenario where subtraction is needed to solve the problem (1000 mph - 500 mph). The mathematical operation of subtraction falls within the realm of K-8 education. Despite the unrealistic nature of a character flying at such speeds, the context is acceptable as a fictional premise often used to engage students in problem-solving. There are no grammar errors or typos, and the problem is solvable without a calculator.""
}
"
299,"
{
  ""question"": ""Black Panther has 100 vibranium daggers. He throws 10 of them at Captain America. He then throws 50 of them at Iron Man. How many daggers does he have left?"",
  ""answer"": ""40"",
  ""appropriateness"": 0.0,
  ""explanation"": ""This question involves a superhero using weapons to possibly harm other individuals, which is not appropriate content for a K-8 educational setting.""
}
"
300,"
{
  ""question"": ""Unicorns love rainbows. There are 4 leopard unicorns, 6 spotted unicorns, and 4 pegasus unicorns. How many leopard, spotted, and pegasus unicorns are there?"",
  ""answer"": ""14"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is imaginative and suitable as a simple addition problem for K-8 students. It is not overly strange for the fictional setting, contains no inappropriate content, has no grammatical errors or typos, and it requires mathematical operations (specifically addition) to arrive at the final correct answer.""
}
"
301,"
{
  ""question"": ""Naruto can run at a speed of 100 miles per hour. He has to travel 2200 miles to get to the next city. How many hours will it take him to get there?"",
  ""answer"": ""22.0"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, involving a simple division operation to solve for time given distance and speed. It contains appropriate language, is not strange or unrealistic within the context of an exaggerated fictional character, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.""
}
"
302,"{'question': 'Iron Man has to fight 20 bad guys in the morning and 10 more in the afternoon. The next day, he has to fight 5 more bad guys than he did the previous day. How many bad guys did Iron Man have to fight in total?', 'answer': '65', 'appropriateness': 1.0, 'explanation': 'This question is appropriate for K-8 students as it uses basic addition to determine the total number of bad guys Iron Man had to fight. It requires adding the numbers for two days, and accounts for an increase in the number on the second day, which is a concept that K-8 students can grasp. The theme involves a superhero and is suitable for the imaginative context often used in word problems for this age range.'}"
303,"
{
  ""question"": ""A candy store has 100 lollipops. 50 of the lollipops are cherry flavored, 30 of them are grape flavored, and the rest are strawberry flavored. How many strawberry flavored lollipops are there?"",
  ""answer"": ""20"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, does not involve any strangeness or unrealistic scenarios, is free from grammar errors and typos, and requires mathematical operations (subtraction) to arrive at the final correct answer.""
}
"
304,"
{
  ""question"": ""A car travels 50 miles per hour for 2 hours. How far is the car from where it started?"",
  ""answer"": ""100"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, assumes no unrealistic scenario, contains appropriate language, lacks grammar errors and typos, and requires the use of mathematical operations (multiplication) to arrive at the final correct answer.""
}
"
305,"
{
  ""question"": ""The lacrosse team lost 7 games and won 30 games during the season. How many games did the lacrosse team play in total?"",
  ""answer"": ""37"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations (addition) to arrive at the final correct answer.""
}
"
306,"
{
  'question': 'There are 4 male unicorns and 2 female unicorns on a unicorn farm. How many unicorns are there?', 
  'answer': '6',
  'appropriateness': 0.0, 
  'explanation': 'This question is strange and unrealistic because unicorns are mythical creatures and do not exist on farms or elsewhere. Therefore, this question is not appropriate for educational settings as it does not align with factual accuracy.'
}
"
307,"
{
  ""question"": ""LeBron James is going to make shots and layups. He hits all 7 of his shots and makes all 10 of his layups in a game. If a made shot is worth 2 points and a made layup is worth 4 points, how many points does LeBron score in the game?"",
  ""answer"": ""54"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.""
}
"
