,question,solution,answer,topic,question_number
565,"Barbie has 125 dollars. She has to pay 15 dollars for her car insurance, 40 dollars for her apartment rent, 25 dollars for her phone bill, and 30 dollars for her utilities. How much money does she have left?","def solution():
    #Barbie started with 125 dollars
    money_initial = 125
    #She has to pay 15 for car insurance, 40 for apartment rent, 25 for phone bill, and 30 for utilities
    money_spent = 15 + 40 + 25 + 30
    #The answer is
    result = money_initial - money_spent
    return result",15,Barbie,question_1272
200,"A field hockey team has 24 players. 12 of the players are forwards, 7 are midfielders, and the rest are defenders. How many players are defenders?","def solution():
    #Total players
    total_players = 24
    #Forwards
    forwards = 12
    #Midfielders
    midfielders = 7
    #Defenders are the rest
    defenders = total_players - forwards - midfielders
    return defenders",5,field hockey,question_1273
345,A 10-foot by 10-foot square is drawn on the sidewalk. A 2-foot by 2-foot square is drawn in the center of the first square. How many square feet are in the shaded area?,"def solution():
    #The first square is 10 by 10
    first_square_side = 10
    #The second square is 2 by 2
    second_square_side = 2
    #The area of the first square is
    first_square_area = first_square_side ** 2
    #The area of the second square is
    second_square_area = second_square_side ** 2
    #The shaded area is
    shaded_area = first_square_area - second_square_area
    #The answer is
    result = shaded_area
    return result",96,,question_1274
467,A 15-pound cake is to be cut into 30 equal slices. 10 slices are to be frosted. 5 slices of the frosted cake are to be garnished with shaved chocolate. How many slices of cake are left?,"def solution():
    #The cake weighs 15 pounds
    cake_weight = 15
    #It is to be cut into 30 slices
    slices = 30
    #10 slices are to be frosted
    frosted_slices = 10
    #5 slices of the frosted cake are to be garnished
    garnished_slices = 5
    #The answer is
    result = slices - frosted_slices - garnished_slices
    return result",15,,question_1275
160,Superman can fly 2000 miles per hour. He is 2000 miles from the Bermuda Triangle. How many hours will it take for him to get to the Bermuda Triangle?,"def solution():
    #Superman can fly 2000 miles per hour
    superman_speed = 2000
    #He is 2000 miles from the Bermuda Triangle
    distance = 2000
    #The answer is
    result = distance / superman_speed
    return result",1.0,Superman,question_1276
634,Wonder Woman has 50 lassos. She used 20 lassos to tie up the bad guys. 10 lassos were stolen. How many lassos does she have left?,"def solution():
    #Wonder Woman started with 50 lassos
    lassos_initial = 50
    #She used 20 lassos to tie up the bad guys
    lassos_used = 20
    #10 lassos were stolen
    lassos_stolen = 10
    #The answer is
    result = lassos_initial - lassos_used - lassos_stolen
    return result",20,Wonder Woman,question_1277
726,Superman can bench press 2200 pounds. 10% of his body weight is the weight of the cape. How much does the cape weigh?,"def solution():
    #Superman can bench press 2200 pounds
    bench_press = 2200
    #10% of his body weight is the weight of the cape
    cape_weight_percentage = 0.1
    #The answer is
    cape_weight = bench_press * cape_weight_percentage
    return cape_weight",220.0,Superman,question_1278
625,The Suns and the Heat are playing. The Suns are up by 30 points. The Heat then goes on a 17-2 run. How many points is the Suns' lead now?,"def solution():
    #The Suns' lead is 30 points
    suns_lead = 30
    #The Heat goes on a 17-2 run
    heat_run = 17 - 2
    #The answer is
    result = suns_lead - heat_run
    return result",15,basketball,question_1279
1259,"A volleyball team is 12 players. 5 of the players are from the 10th grade, 4 are from the 11th grade, and the rest are from the 12th grade. How many 12th graders are on the volleyball team?","def solution():
    #The total number of players
    total_players = 12
    #The number of 10th graders
    tenth_graders = 5
    #The number of 11th graders
    eleventh_graders = 4
    #The answer is
    twelfth_graders = total_players - tenth_graders - eleventh_graders
    return twelfth_graders",3,volleyball,question_1280
1253,Batman's utility belt has 10 pouches. He has 4 batarangs in each pouch. He has 5 grappling guns in 2 pouches. How many batarangs and grappling guns does he have in total?,"def solution():
    #Batman has 10 pouches
    pouches = 10
    #He has 4 batarangs in each pouch
    batarangs_per_pouch = 4
    #He has 5 grappling guns in 2 pouches
    grappling_guns_per_pouch = 5
    #The answer is
    result = pouches * batarangs_per_pouch + 2 * grappling_guns_per_pouch
    return result",50,Batman,question_1281
250,120 5th-graders are on a field trip. 1/3 of them are boys. 2/3 of the boys are 11 years old. 1/3 of the 11-year-old boys have allergies. How many 11-year-old boys with allergies are on the field trip?,"def solution():
    #Total number of 5th graders
    total_5th_graders = 120
    #1/3 of them are boys
    boys = total_5th_graders / 3
    #2/3 of the boys are 11 years old
    eleven_year_old_boys = boys * 2 / 3
    #1/3 of the 11-year-old boys have allergies
    allergic_boys = eleven_year_old_boys / 3
    #The answer is
    result = int(allergic_boys)
    return result",8,,question_1282
134,TNT is the most powerful explosive in Minecraft. It can destroy 150 blocks of any type. C4 is a more powerful explosive. It can destroy 300 blocks. 3 TNTs and 2 C4s are detonated at the same time. How many blocks are destroyed?,"def solution():
    #TNT is the most powerful explosive in Minecraft. It can destroy 150 blocks of any type.
    tnt_blocks_destroyed = 150
    #C4 is a more powerful explosive. It can destroy 300 blocks.
    c4_blocks_destroyed = 300
    #3 TNTs and 2 C4s are detonated at the same time.
    tnt_count = 3
    c4_count = 2
    #The answer is
    result = (tnt_blocks_destroyed * tnt_count) + (c4_blocks_destroyed * c4_count)
    return result",1050,Minecraft,question_1283
974,"Steph Curry, the point guard for the Golden State Warriors, is the best 3-point shooter in the NBA. In 2015-2016, he set the record for most 3-pointers in a season with 402. The previous record was 286. How many more 3-pointers did Curry make than the previous record?","def solution():
    #Steph Curry's record
    curry_record = 402
    #Previous record
    previous_record = 286
    #The answer is
    result = curry_record - previous_record
    return result",116,Steph Curry,question_1284
974,"In a 100-player Fortnite match, 30 players are eliminated in the first 5 minutes, 40 players are eliminated in the next 5 minutes, and 20 players are eliminated in the next 5 minutes. How many players are left?","def solution():
    #Initial number of players
    players_initial = 100
    #Players eliminated in the first 5 minutes
    players_eliminated_first_5_minutes = 30
    #Players eliminated in the next 5 minutes
    players_eliminated_next_5_minutes = 40
    #Players eliminated in the next 5 minutes
    players_eliminated_next_5_minutes = 20
    #The answer is
    result = players_initial - players_eliminated_first_5_minutes - players_eliminated_next_5_minutes - players_eliminated_next_5_minutes
    return result",30,Fortnite,question_1285
1225,Serena Williams has 19 Grand Slam titles. 5 of her titles are from the Australian Open. 4 of her titles are from the US Open. 3 of her titles are from the French Open. The rest of her titles are from Wimbledon. How many Wimbledon titles does she have?,"def solution():
    #Serena has 19 Grand Slam titles
    grand_slam_titles = 19
    #5 of her titles are from the Australian Open
    australian_open_titles = 5
    #4 of her titles are from the US Open
    us_open_titles = 4
    #3 of her titles are from the French Open
    french_open_titles = 3
    #The rest of her titles are from Wimbledon.
    #The answer is
    wimbledon_titles = grand_slam_titles - australian_open_titles - us_open_titles - french_open_titles
    return wimbledon_titles",7,Serena Williams,question_1286
253,"Wonder Woman is 5000 years old. 2000 years ago, she was 1000 years old. How old was she 2000 years before that?","def solution():
    #Wonder Woman is 5000 years old
    wonder_woman_age_now = 5000
    #2000 years ago, she was 1000 years old
    wonder_woman_age_2000_years_ago = 1000
    #2000 years before that, she was
    wonder_woman_age_4000_years_ago = wonder_woman_age_2000_years_ago - 2000
    #The answer is
    result = wonder_woman_age_4000_years_ago
    return result",-1000,Wonder Woman,question_1287
212,"A pond has 25000 frog eggs. 1/2 of the frog eggs hatched, and 1/2 of the hatched tadpoles grew into frogs. 2000 of the frogs left the pond. How many frogs are left in the pond?","def solution():
    #There were 25000 frog eggs
    frog_eggs = 25000
    #Half of the frog eggs hatched
    hatched_tadpoles = frog_eggs / 2
    #Half of the hatched tadpoles grew into frogs
    frogs = hatched_tadpoles / 2
    #2000 of the frogs left the pond
    frogs_left = 2000
    #The answer is
    result = frogs - frogs_left
    return result",4250.0,,question_1288
1020,"Steph Curry has 150 3-point shots. He made 30 of them in the first game, 28 in the second game, and 34 in the third game. How many 3-point shots does he have left?","def solution():
    #Steph Curry started with 150 3-point shots
    three_point_shots_initial = 150
    #He made 30 of them in the first game
    three_point_shots_first_game = 30
    #He made 28 of them in the second game
    three_point_shots_second_game = 28
    #He made 34 of them in the third game
    three_point_shots_third_game = 34
    #The answer is
    result = three_point_shots_initial - three_point_shots_first_game - three_point_shots_second_game - three_point_shots_third_game
    return result",58,Steph Curry,question_1289
431,500 unicorns were at a unicorn convention. 200 more unicorns showed up. 300 unicorns left. How many unicorns are at the convention now?,"def solution():
    #500 unicorns were at a convention
    unicorns_initial = 500
    #200 more unicorns showed up
    unicorns_showed_up = 200
    #300 unicorns left
    unicorns_left = 300
    #The answer is
    result = unicorns_initial + unicorns_showed_up - unicorns_left
    return result",400,unicorns,question_1290
311,A 100-car freight train is 1.5 miles long. A 20-car passenger train is 0.25 miles long. How many more feet is the freight train than the passenger train?,"def solution():
    #A 100-car freight train is 1.5 miles long
    freight_train_length = 1.5
    #1 mile is 5280 feet
    feet_per_mile = 5280
    #The freight train is
    freight_train_length_feet = freight_train_length * feet_per_mile
    #A 20-car passenger train is 0.25 miles long
    passenger_train_length = 0.25
    #The passenger train is
    passenger_train_length_feet = passenger_train_length * feet_per_mile
    #The answer is
    result = freight_train_length_feet - passenger_train_length_feet
    return result",6600.0,,question_1291
