,question,solvability,explanation
1112,A Fortnite player has 200 V-Bucks. They buy 2 outfits for 1500 V-Bucks each. They also buy 2000 V-Bucks. How many V-Bucks do they have now?,0.0,"The problem leads to a negative answer, which is not possible in the context of currency. The player would not be able to purchase the outfits with only 200 V-Bucks initially, as they do not have enough V-Bucks to cover the cost of the outfits before buying additional V-Bucks."
1113,A baker baked 200 cookies. The baker ate 20 of the cookies. The baker then gave 100 of the remaining cookies to his kids. He then gave 150 of the remaining cookies to his wife. How many cookies does the baker have left?,0.0,"This question does not have a solvable answer because it leads to a result that is not possible. After the baker eats 20 of the 200 cookies, there are 180 cookies left. Giving 100 cookies to his kids leaves the baker with 80 cookies. It would then be impossible to give 150 cookies to his wife since only 80 remain. Therefore, the question contains an error that makes it unsolvable as written."
1114,A candy store has 1200 lollipops. 1000 of the lollipops are red. 200 of the lollipops are green. The rest of the lollipops are blue. How many blue lollipops are there?,0.0,"The question appears to have all the information necessary to solve the problem, but the numbers given add up to the total number of lollipops. This implies there are no blue lollipops, which contradicts the question as it states there are some blue lollipops. This inconsistency makes the problem unsolvable as stated."
1115,There are 5 Power Rangers. 2 of them are in the command center. 3 of them are in the zord. 1 of them is in the megazord. How many Power Rangers are not in the zord or the megazord?,0.0,"This question presents a conflict in the information given. It's unclear if the 1 Power Ranger in the megazord is also considered part of the 3 Power Rangers in the zord or if they are an additional, 6th Power Ranger. Without clear distinction, the problem is unsolvable as written."
1116,"A dog has 12 bones. 4 of the bones are in the backyard, 5 of the bones are in the living room, and 3 of the bones are in the kitchen. How many bones does the dog have in the bedroom?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By adding the numbers of bones in each location (4 + 5 + 3), we see that all 12 bones are accounted for, thus leaving 0 bones in the bedroom."
1117,The T-Rex is the largest dinosaur. It is 100000 times larger than the smallest dinosaur. How many inches long is the T-Rex?,0.0,"The question does not provide the size of the smallest dinosaur in inches, which is required to calculate the size of the T-Rex. Without this information, the problem cannot be solved."
1118,A volleyball team has 12 players. 3 of the players are setters. 4 of the players are middle blockers. 5 of the players are outside hitters. How many of the players are liberos?,0.0,"This question does not have enough information to determine the number of players who are liberos. The roles of all twelve players are not accounted for with the information given, making it impossible to arrive at one correct answer without assuming there are no other roles in the team."
1119,"Naruto has 5000 ryo. He spends 1000 ryo on a new outfit, 2000 ryo on a new apartment, and 3000 ryo on a new set of swords. How many ryo does he have left?",0.0,"The total amount Naruto spends exceeds the amount he has initially. The sum of his expenses (1000 ryo + 2000 ryo + 3000 ryo) is 6000 ryo, which is 1000 ryo more than he has available. This would result in a negative amount of ryo, which is not possible in the context of the problem since Naruto cannot have a negative amount of money left."
1120,Hello Kitty has 12 pencils. She bought 5 more pencils. Then she lost 2 pencils. How many pencils does she have now?,1.0,This question has a logical sequence of events and provides all necessary information to arrive at one correct answer.
1121,Wonder Woman's lasso of truth can hold 30 people. She is lassoing 8 people a day. How many days does it take to fill the lasso?,1.0,"This question arrives at one correct answer and contains all the necessary information to be solved. By dividing the total capacity of the lasso by the number of people lassoed each day, we can find out how many days it will take to fill the lasso."
1122,"A 15-car pile-up on the 405 freeway. 3 of the cars were totaled, 5 of the cars had to be towed, and the rest of the cars were drivable. How many cars were drivable?",1.0,"The question provides the total number of cars involved in the pile-up, and the number of cars that were totaled and towed. By subtracting these from the total, we can find out how many cars were drivable. There is no ambiguity, and the problem can have a correct solution without any negative numbers."
