,question_number,question,grade,answer,math_topic
578,question_578,Maggi had 3 packages of cupcakes. There are 4 cupcakes in each package. She ate 5 cupcakes. How many are left?,3,7 (cupcakes),Subtraction
579,question_579,58 children are taking a bus to the zoo. They sit 2 children in every seat. How many seats will the children need in all?,3,29 (seats),Common-Division
580,question_580,"The Razorback T-shirt Shop ordered 12 cases of t-shirts. If each case contains 24 t-shirts, how many t-shirts did they order?",3,288 (t-shirts),Multiplication
581,question_581,The Razorback T-shirt Shop makes $9 dollars off each t-shirt sold. During the Arkansas and Texas Tech game they sold 245 t-shirts. How much money did they make from selling the t-shirts?,3,2205 (dollars),Multiplication
582,question_582,The Razorback t-shirt Shop sells their t-shirts for $16. Last week they sold 45 t-shirts. How much money did they make last week?,3,720 (dollars),Multiplication
583,question_583,Mrs. Walker will have 56 apples for bobbing for apples. Each bucket will hold 9 apples. How many buckets will she need?,3,7 (buckets),Ceil-Division
584,question_584,Warren has 252 guests coming to his party. Each table will hold 4 guests. How many tables will he need?,3,63 (tables),Common-Division
585,question_585,"Ellen had 380 legos, but she lost 57 of them. How many legos does she have now?",3,323 (legos),Subtraction
586,question_586,Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have 83 muffins?,3,48 (muffins),Subtraction
587,question_587,Willy has 1400 crayons. Lucy has 290 crayons. How many more crayons does Willy have then Lucy?,3,1110 (crayons),Subtraction
588,question_588,"There are 10 stickers on a page. If you have 22 pages of stickers, how many stickers do you have?",3,220 (stickers),Multiplication
589,question_589,There are 96 cupcakes for 8 children to share. How much will each person get if they share the cupcakes equally?,3,12 (cupcakes),Common-Division
590,question_590,Lizette has 813 stamps. She has 125 more stamps than Minerva. How many stamps does Minerva have?,3,688 (stamps),Subtraction
591,question_591,"White t-shirts can be purchased in packages of 6. If Mom buys 71 packages, how many white t-shirts will she have?",3,426 (white t-shirts),Multiplication
592,question_592,"I have 648 pencils. If I put 4 pencils in each pencil box, how many pencil boxes will I fill?",3,162 (pencil boxes),Common-Division
593,question_593,"Uncle Dave bought 143 ice cream sandwiches. If he wants to give them to his 11 hungry nieces, how many can each niece get?",3,13 (ice cream sandwiches),Common-Division
594,question_594,Megan had 217 markers. Robert gave her 109 more markers. How many markers does Megan have altogether?,3,326 (markers),Addition
595,question_595,A DVD book holds 126 DVDs. There are 81 DVDs already in the book. How many more DVDs can be put in the book?,3,45 (DVDs),Subtraction
596,question_596,Kelly has 121 Nintendo games. How many does she need to give away so that she will have 22 games left?,3,99 (games),Subtraction
597,question_597,Connie had some marbles. She gave 183 to Juan. Now she has 593 marbles left. How many did she have to start with?,3,776 (marbles),Addition
598,question_598,Iesha has 344 books. 136 are about school and the rest are about sports. How many books about sports does Iesha have?,3,208 (books),Subtraction
599,question_599,James has 1222 balloons. Amy has 513 balloons. How many more balloons does James have than Amy?,3,709 (balloons),Subtraction
600,question_600,Sean has 223 whistles. He has 95 more whistles that Charles. How many whistles does Charles have?,3,128 (whistles),Subtraction
601,question_601,Connie has 323 marbles. Juan has 175 more marbles than Connie. How many marbles does Juan have?,3,498 (marbles),Addition
602,question_602,Robin has 27 packages of gum. There are 18 pieces in each package. How many pieces of gum does Robin have?,3,486 (pieces of gum),Multiplication
603,question_603,Adam has $5.00 to buy an airplane that costs $4.28. How much change will he get?,3,0.72 (dollars),Subtraction
604,question_604,"If each ball costs $1.54, how much must Kyoko pay for three balls?",3,4.62 (dollars),Multiplication
605,question_605,"Tony had $20. He paid $8 for a ticket to a baseball game. At the game, he bought a hot dog for $3. What amount of money did Tony have then?",3,9 (dollars),TVQ-Final
606,question_606,Mr. Guzman bought 48 doughnuts packed equally into 4 boxes. How many doughnuts were in each box?,3,12 (doughnuts),Common-Division
607,question_607,The Sumata family took a five-day vacation by car. Each day they drove 250 miles. How many total miles did they drive?,3,1250 (miles),Multiplication
608,question_608,"One stamp costs $0.34. Two stamps cost $0.68. Three stamps cost $1.02. If the cost of each stamp remains the same, how much would 4 stamps cost?",3,1.36 (dollars),Addition
609,question_609,"The town of Milburg has 5,256 grown-ups and 2,987 children. How many people live in Milburg?",3,8243 (people),Addition
610,question_610,Lisa rented 4 DVDs for $4.80. How much did each DVD cost to rent?,3,1.2 (dollars),Common-Division
611,question_611,"There were 3,409 pieces of candy in a jar. If 145 pieces were red and the rest were blue, how many were blue?",3,3264 (pieces of candy),Subtraction
612,question_612,"On Friday, 1,250 people visited the zoo. Three times as many people visited on Saturday than on Friday. How many people visited the zoo on Saturday?",3,3750 (people),Multiplication
613,question_613,Third-grade students went to a concert in 8 buses. Each bus took 45 students. How many students went to the concert?,3,360 (students),Multiplication
614,question_614,There are 124 students making 3 stars each for the school wall. How many stars will they make all together?,3,372 (stars),Multiplication
615,question_615,Marcia spent 300 minutes working on her science project. How many hours did she spend on her science project?,3,5 (hours),Common-Division
616,question_616,"In one week, an airplane pilot flew 1,134 miles on Tuesday and 1,475 miles on Thursday. If the pilot flies the same number of miles 3 weeks in a row, how many miles does he fly in all?",3,7827 (miles),Multiplication
617,question_617,Six students were sitting at each table in the lunchroom. There are 34 tables. How many students were sitting in the lunchroom?,3,204 (students),Multiplication
618,question_618,Tyler had 15 dogs. Each dog had five puppies. How many puppies does Tyler now have?,3,75 (puppies),Multiplication
619,question_619,The farmer had 127 apples. He gave 88 apples to his neighbor. How many apples does he have now?,3,39 (apples),Subtraction
620,question_620,John can read 4 books a day. He reads every Monday and Tuesday. How many books would he read in 6 weeks?,3,48 (books),Multiplication
621,question_621,Jill invited 37 people to her birthday party. They each ate 8 pieces of pizza. How many pieces of pizza did they eat?,3,296 (pieces of pizza),Multiplication
