,question,solution,answer,topic,question_number
883,A 270-car train is 1.5 miles long. A 330-car train is 2.5 miles long. How many more cars does the longer train have than the shorter train?,"def solution():
    #The 270-car train is 1.5 miles long
    train1_cars = 270
    train1_length = 1.5
    #The 330-car train is 2.5 miles long
    train2_cars = 330
    train2_length = 2.5
    #The answer is
    result = train2_cars - train1_cars
    return result",60,cars,mathwell_q855
18,"The number of cars in a parking lot is increasing every day. There were 20 cars on the first day, and 30 cars on the second day, and 40 cars on the third day. How many cars are there in total?","def solution():
    #Number of cars on first day
    first_day_cars = 20
    #Number of cars on second day
    second_day_cars = 30
    #Number of cars on third day
    third_day_cars = 40
    #The answer is
    result = first_day_cars + second_day_cars + third_day_cars
    return result",90,cars,mammoth_q18
361,There are 5 Power Rangers. 3 of them are in the city and 2 of them are in the forest. How many Power Rangers are not in the city?,"def solution():
    #There are 5 Power Rangers
    power_rangers = 5
    #3 of them are in the city
    power_rangers_in_city = 3
    #2 of them are in the forest
    power_rangers_in_forest = 2
    #The answer is
    result = power_rangers - power_rangers_in_city
    return result",2,Power Rangers,llama_q361
705,Wonder Woman has 30 lions. She lets them all go free. How many lions are in captivity?,"def solution():
    #Wonder Woman started with 30 lions
    lions_initial = 30
    #She lets them all go free
    lions_released = lions_initial
    #The answer is
    result = 0 - lions_released
    return result",-30,Wonder Woman,llema_q703
1151,"The Pittsburgh Steelers have 11 players on the field. 3 of the players are from the 10th grade, 6 are from the 11th grade, and the rest are from the 12th grade. How many players are from the 12th grade?","def solution():
    #The team has 11 players
    total_players = 11
    #3 are from the 10th grade
    tenth_grade_players = 3
    #6 are from the 11th grade
    eleventh_grade_players = 6
    #The answer is
    twelfth_grade_players = total_players - tenth_grade_players - eleventh_grade_players
    return twelfth_grade_players",2,football,llama_q1140
1407,There are 100 cats in a room. 3/4 of the cats are black and 1/2 of the cats are orange. How many cats are orange and black?,"def solution():
    #There are 100 cats in a room
    cats = 100
    #3/4 of the cats are black
    black_cats = cats * 0.75
    #1/2 of the cats are orange
    orange_cats = cats * 0.50
    #The number of cats that are both black and orange is the number of black cats minus the number of orange cats
    both_black_and_orange_cats = black_cats - orange_cats
    return both_black_and_orange_cats",25.0,cats,llama_q1389
920,"Taylor Swift has 30000 fans at her concert. 10000 of them are in the front row, 10000 are in the back row, and the rest are in the middle. How many fans are in the middle?","def solution():
    #Taylor Swift has 30000 fans at her concert
    fans_total = 30000
    #10000 of them are in the front row
    fans_front_row = 10000
    #10000 are in the back row
    fans_back_row = 10000
    #The answer is
    result = fans_total - fans_front_row - fans_back_row
    return result",10000,Taylor Swift,llama_q914
856,There are 20 soccer teams where each team has 20 players. How many players are there in total?,"def solution():
    #There are 20 soccer teams and 20 players in each team
    soccer_teams = 20
    players_per_team = 20
    #The answer is
    result = soccer_teams * players_per_team
    return result",400,soccer,llema_q852
776,"The New England Patriots are a football team. 2 of the players are the quarterbacks, and 3 of the players are the running backs. 1 of the quarterbacks and 2 of the running backs are the captains. How many players are not captains?","def solution():
    #Total players
    total_players = 2 + 3
    #Quarterbacks
    quarterbacks = 2
    #Running backs
    running_backs = 3
    #Captains
    captains = 1 + 2
    #The answer is
    result = total_players - captains
    return result",2,football,mathwell_q752
220,Batman has 1000 Batarangs. He has 500 more smoke Batarangs than regular Batarangs. He has 200 more Batarangs that can attach to walls than smoke Batarangs. How many Batarangs that can attach to walls does Batman have?,"def solution():
    #Batman has 1000 Batarangs
    batarangs_total = 1000
    #He has 500 more smoke Batarangs than regular Batarangs
    smoke_batarangs = batarangs_total - 500
    #He has 200 more Batarangs that can attach to walls than smoke Batarangs
    batarangs_attach_walls = smoke_batarangs + 200
    #The answer is
    result = batarangs_attach_walls
    return result",700,Batman,llama_q220
262,Captain Marvel can fly 25 miles in 5 minutes. How many miles can he fly in 10 minutes?,"def solution():
    #Captain Marvel can fly 25 miles in 5 minutes
    miles_per_5_minutes = 25
    #The answer is
    result = (miles_per_5_minutes * 10) / 5
    return result
print(solution())",50.0,Captain Marvel,mammoth_q262
45,"Iron Man has 30 suits. 10 of them are in his vault, 5 of them are in his quinjet, and 8 of them are in his apartment. The rest are in his car. How many suits are in his car?","def solution():
    #Iron Man has 30 suits
    suits_total = 30
    #10 of them are in his vault
    suits_vault = 10
    #5 of them are in his quinjet
    suits_quinjet = 5
    #8 of them are in his apartment
    suits_apartment = 8
    #The rest are in his car. The answer is
    suits_car = suits_total - suits_vault - suits_quinjet - suits_apartment
    return suits_car",7,Iron Man,mammoth_q45
1239,"A candy store has 1000 pounds of candy. 100 pounds of it is chocolate. 200 pounds of it is gummy bears. 300 pounds of it is peppermints. 400 pounds of it is lollipops. How many pounds of candy are not chocolate, gummy bears, peppermints, or lollipops?","def solution():
    #Total pounds of candy
    total_pounds = 1000
    #Pounds of chocolate
    chocolate_pounds = 100
    #Pounds of gummy bears
    gummy_bear_pounds = 200
    #Pounds of peppermints
    peppermint_pounds = 300
    #Pounds of lollipops
    lollipop_pounds = 400
    #The answer is
    result = total_pounds - chocolate_pounds - gummy_bear_pounds
    return result",700,candy,llama_q1225
897,"Batman is 6' 2"" tall. 
He was 3' 7"" tall when he was 5. 
How many more inches is he now than he was then?","def solution():
    # Batman's current height in inches
    current_height = 6 * 12 + 2
    # Batman's height when he was 5 in inches
    past_height = 3 * 12 + 7
    # The difference in height
    height_difference = current_height - past_height
    return height_difference",31,Batman,llama_q892
195,"The express train can travel from New York to Washington in 4 hours. The local train takes 6 hours to travel the same distance. If both trains started at the same time, how many hours would it take for the express train to be 120 miles ahead of the local train?","def solution():
    #The express train travels at a speed of 120 miles per hour
    express_speed = 120
    #The local train travels at a speed of 60 miles per hour
    local_speed = 60
    #The express train travels for 4 hours
    express_hours = 4
    #The local train travels for 6 hours
    local_hours = 6
    #The express train needs to be 120 miles ahead
    miles_ahead = 120
    #The time it takes for the express train to be 120 miles ahead is the difference between the time it takes for the express train to travel 120 miles and the time it takes for the local train to travel 120 miles
    return result",1000,trains,mammoth_q195
374,Superman can fly 1000 miles per hour. He can fly 500 miles per hour faster than the speed of sound. How fast is the speed of sound?,"def solution():
    #Superman can fly 1000 miles per hour
    superman_mph = 1000
    #He can fly 500 miles per hour faster than the speed of sound
    superman_speed_sound = superman_mph - 500
    #The answer is
    result = superman_speed_sound
    return result",500,Superman,llama_q374
1414,Mario has 120 coins. He uses 10 coins to buy a mushroom. He uses 10 coins to buy a fire flower. He uses 10 coins to buy a star. How many coins does he have left?,"def solution():
    #Mario started with 120 coins
    coins_initial = 120
    #He used 10 coins to buy a mushroom
    coins_mushroom = 10
    #He used 10 coins to buy a fire flower
    coins_fire_flower = 10
    #He used 10 coins to buy a star
    coins_star = 10
    #The answer is
    result = coins_initial - coins_mushroom - coins_fire_flower - coins_star
    return result",90,Super Mario,llama_q1395
319,"There are 500 cars, 200 of which are convertibles, are lined up at a toll booth. 10% of the non-convertibles and 20% of the convertibles do not pay the toll. How many cars paid the toll?","def solution():
    #There are 500 cars
    cars = 500
    #200 of which are convertibles
    convertibles = 200
    #10% of the non-convertibles and 20% of the convertibles do not pay the toll
    toll_paid_by_non_convertibles = (cars - convertibles) * (1 - 0.1)
    toll_paid_by_convertibles = convertibles * (1 - 0.2)
    #The answer is
    result = toll_paid_by_non_convertibles + toll_paid_by_convertibles
    return result",430.0,pizza,mammoth_q319
651,"A scoop of ice cream weighs 2 ounces. A half-scoop weighs 1 ounce.
#
#           There are 12 ice creams.
#
#           How many ounces in total does the ice cream weigh?
#
#","def solution():
    #An ice cream scoop weighs
    ice_cream_scoop = 2
    #A half-scoop weighs
    half_scoop = 1
    #An ice cream scoop and a half-scoop weight
    ice_cream_scoop_half_scoop = ice_cream_scoop + half_scoop
    #There are 12 ice creams
    ice_creams_total = 12
    #The total weight of the ice cream
    result = ice_cream_scoop_half_scoop * ice_creams_total
    return result",36,ice cream,llema_q649
715,Tony Stark has 100 Iron Man suits. He uses 15 suits to defeat Thanos. He uses 20 suits to defeat Ultron. He uses 15 suits to defeat Loki. How many suits does he have left?,"def solution():
    # Tony Stark started with 100 Iron Man suits
    suits_initial = 100
    # He used 15 suits to defeat Thanos
    suits_used_thanos = 15
    # He used 20 suits to defeat Ultron
    suits_used_ultron = 20
    # He used 15 suits to defeat Loki
    suits_used_loki = 15
    # The answer is
    result = suits_initial - suits_used_thanos - suits_used_ultron - suits_used_loki
    return result",50,Iron Man,llama_q712
297,"Spiderman has 100 webs. 20 webs are used to make his suit, 30 webs are used to make his mask, and the rest are used to swing around the city. How many webs does Spiderman use to swing around the city?","def solution():
    #Spiderman has 100 webs
    webs_total = 100
    #20 webs are used to make his suit
    webs_suit = 20
    #30 webs are used to make his mask
    webs_mask = 30
    #The rest are used to swing around the city. The answer is
    webs_swing = webs_total - webs_suit - webs_mask
    return webs_swing",50,Spiderman,mammoth_q297
180,Naruto has 2000 ramen bowls. He gives 1000 bowls to Iruka sensei in the first half of the year and 500 more bowls to Kakashi sensei in the second half of the year. How many ramen bowls does he have left?,"def solution():
    #Naruto started with 2000 ramen bowls
    ramen_bowls_initial = 2000
    #He gave 1000 bowls to Iruka sensei in the first half of the year
    ramen_bowls_given_first_half = 1000
    #He gave 500 more bowls to Kakashi sensei in the second half of the year
    ramen_bowls_given_second_half = 500
    #The answer is
    result = ramen_bowls_initial - ramen_bowls_given_first_half - ramen_bowls_given_second_half
    return result",500,Naruto,mammoth_q180
