,0
1142,"
{
  'question': 'Julia plays field hockey. She scores on 25% of her shots on goal. She takes 20 shots on goal per game. How many shots on goal does she need to take to score 2 goals?',
  'solvability': 1,
  'explanation': 'This question is solvable because it contains all the information necessary to determine the answer. If Julia scores on 25% of her shots and she needs to score 2 goals, she will, on average, need to take 8 shots to score 2 goals (since 25% of 8 is 2). The number 20 shots per game is not needed to solve the problem, potentially provided to distract or provide additional context.'
}
"
1143,"{'question': 'In a swimming competition, there are 50 participants. The competition has 5 heats, with 10 participants in each heat. How many heats are there in total?', 'solvability': 1, 'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. The given information about the number of participants and how many participants are in each heat confirms the total number of heats.'}"
1144,"```
{
  'question': 'The volleyball team won 75% of their games in the first half of the season, and 80% of their games in the second half of the season. If they played a total of 20 games, how many games did they win?',
  'solvability': 0,
  'explanation': 'The question does not specify how many games were played in each half of the season. Without knowing the distribution of games between the first and second halves, it is impossible to accurately calculate the total number of games won.'
}
```"
1145,"
{
  ""question"": ""There are 3 different types of dinosaurs in a park: T-Rex, Stegosaurus and Triceratops. There are 12 T-Rex, 20 Stegosaurus and 15 Triceratops in the park. If each T-Rex eats 10 pounds of meat per day, each Stegosaurus eats 5 pounds of plants per day and each Triceratops eats 8 pounds of plants per day, how many pounds of food do the dinosaurs need to eat in one day?"",
  ""solvability"": 1,
  ""explanation"": ""This question is solvable as it provides all the necessary information to work out the total amount of food required by each type of dinosaur and then sum those amounts to find the total pounds of food needed in one day.""
}
"
1146,"{'question': 'Mrs. Johnson has a cat breeding business. She has 15 adult cats and 50 kittens. Each adult cat can produce 6 kittens a year. If all the adult cats produce kittens for 3 years, how many cats will Mrs. Johnson have in total?', 'solvability': 1, 'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. The starting number of cats is given (15 adult cats + 50 kittens), the annual kitten production rate per adult cat is provided (6 kittens per year), and the production period is specified (3 years). By multiplying the number of adult cats by the production rate and the number of years, then adding the initial number of cats, the answer can be obtained.'}"
1147,"
{
  ""question"": ""Thor can summon lightning bolts that strike his enemies with 1500 volts of electricity. If he strikes 10 enemies with lightning bolts, how much total voltage did he use?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The total voltage is found by multiplying the voltage of one lightning strike by the number of enemies struck.""
}
"
1148,"
{'question': 'A soccer team won 13 games out of 18. They want to maintain this winning percentage for the next 10 games. How many games do they need to win out of the next 10 to maintain their winning percentage?'}
"
1149,"
{
  ""question"": ""Captain America has to cross a bridge that is 100 feet long. He can jump 20 feet at a time. How many jumps does he have to make to cross the bridge?"",
  ""solvability"": 1,
  ""explanation"": ""This question is solvable and arrives at one correct answer. Captain America needs to make a series of 20-foot jumps to cover the 100 feet distance of the bridge. By dividing 100 by 20, the number of jumps needed is 5, which is the correct and sole answer.""
}
"
1150,"
{
  ""question"": ""A field hockey team played 12 games this season. They won 5 games, lost 4 games, and tied the remaining games. If a win is worth 3 points, a loss is worth 0 points, and a tie is worth 1 point, how many points did the team earn this season?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The total number of games played, the number of wins, losses, and the points for each result are given, enabling the calculation of the total points earned.""
}
"
1151,"
{
  ""question"": ""The Stegosaurus is 4 meters tall. The Triceratops is 2 meters taller than the Stegosaurus. The Brachiosaurus is 10 meters taller than the Triceratops. How tall is the Brachiosaurus?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. We can find the height of each dinosaur step by step and ultimately determine the height of the Brachiosaurus.""
}
"
1152,"{'question': 'Barbie has 25 dolls in her collection. She gives 5 dolls to her friend and then receives 3 more dolls as a gift. How many dolls does Barbie have now?', 'solvability': 1, 'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. Barbie starts with 25 dolls, gives away 5, leaving her with 20, and then receives 3 more, bringing the total to 23 dolls.'}"
1153,"
{
  ""question"": ""Batman has to travel 60 miles to reach the Batcave from Gotham City. If he travels at a speed of 40 miles per hour, how long will it take him to reach the Batcave?"", 
  ""solvability"": 1, 
  ""explanation"": ""This question arrives at one correct answer and contains all the necessary information needed to solve it. With distance and speed provided, the student can use the formula time = distance/speed to solve for the time it takes to reach the Batcave.""
}
"
