,model,question_number,solvability,accuracy,appropriateness,topic,notes,addition,subtraction,multiplication,division,fractions,decimals,no_ops,total_ops,good,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,question,solution,answer,topic_y,Unnamed: 0.4,Unnamed: 0.5,text,acc_text
89,mathwell,mathwell_q43,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,345.0,43,Hello Kitty has 100 pencils. She lends 20 pencils to her friend. She then buys 30 more pencils. How many pencils does she have now?,"def solution():
    #Hello Kitty has 100 pencils
    pencils_hello_kitty = 100
    #She lends 20 pencils to her friend
    lends_20_pencils = 20
    #She then buys 30 more pencils
    buys_30_pencils = 30
    #The answer is
    result = pencils_hello_kitty - lends_20_pencils + buys_30_pencils
    return result",110.0,Hello Kitty,,,"Question: Hello Kitty has 100 pencils. She lends 20 pencils to her friend. She then buys 30 more pencils. How many pencils does she have now?
Answer: 110.0","Question: Hello Kitty has 100 pencils. She lends 20 pencils to her friend. She then buys 30 more pencils. How many pencils does she have now?
Solution:
def solution():
    #Hello Kitty has 100 pencils
    pencils_hello_kitty = 100
    #She lends 20 pencils to her friend
    lends_20_pencils = 20
    #She then buys 30 more pencils
    buys_30_pencils = 30
    #The answer is
    result = pencils_hello_kitty - lends_20_pencils + buys_30_pencils
    return result"
90,mathwell,mathwell_q462,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,347.0,469,"Serena Williams has 24 Grand Slam titles. 8 of them are from the Australian Open, 3 of them are from the French Open, 7 of them are from Wimbledon, and the rest are from the US Open. How many of her titles are from the US Open?","def solution():
    #Serena Williams has 24 Grand Slam titles
    grand_slam_titles = 24
    #8 of them are from the Australian Open
    australian_open_titles = 8
    #3 of them are from the French Open
    french_open_titles = 3
    #7 of them are from Wimbledon
    wimbledon_titles = 7
    #The rest are from the US Open
    us_open_titles = grand_slam_titles - australian_open_titles - french_open_titles - wimbledon_titles
    #The answer is
    result = us_open_titles
    return result",6.0,Serena Williams,,,"Question: Serena Williams has 24 Grand Slam titles. 8 of them are from the Australian Open, 3 of them are from the French Open, 7 of them are from Wimbledon, and the rest are from the US Open. How many of her titles are from the US Open?
Answer: 6.0","Question: Serena Williams has 24 Grand Slam titles. 8 of them are from the Australian Open, 3 of them are from the French Open, 7 of them are from Wimbledon, and the rest are from the US Open. How many of her titles are from the US Open?
Solution:
def solution():
    #Serena Williams has 24 Grand Slam titles
    grand_slam_titles = 24
    #8 of them are from the Australian Open
    australian_open_titles = 8
    #3 of them are from the French Open
    french_open_titles = 3
    #7 of them are from Wimbledon
    wimbledon_titles = 7
    #The rest are from the US Open
    us_open_titles = grand_slam_titles - australian_open_titles - french_open_titles - wimbledon_titles
    #The answer is
    result = us_open_titles
    return result"
93,mathwell,mathwell_q123,1,1.0,1.0,1,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,,,353.0,123,"A dog has 12 bones. 

It chews 3 bones a day for 3 days. 

How many bones does it have left?","def solution():

    #A dog has 12 bones

    bones_initial = 12

    #It chews 3 bones a day for 3 days

    bones_per_day = 3

    days = 3

    #The answer is

    result = bones_initial - bones_per_day * days

    return result",3.0,dogs,,,"Question: A dog has 12 bones. 

It chews 3 bones a day for 3 days. 

How many bones does it have left?
Answer: 3.0","Question: A dog has 12 bones. 

It chews 3 bones a day for 3 days. 

How many bones does it have left?
Solution:
def solution():

    #A dog has 12 bones

    bones_initial = 12

    #It chews 3 bones a day for 3 days

    bones_per_day = 3

    days = 3

    #The answer is

    result = bones_initial - bones_per_day * days

    return result"
94,mathwell,mathwell_q56,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,354.0,56,"Taylor Swift has 2000 fans. 1000 of them are in the US, 500 of them are in the UK, and the rest are in Canada. How many fans does she have in Canada?","def solution():
    #Taylor Swift has 2000 fans
    fans_total = 2000
    #1000 of them are in the US
    fans_us = 1000
    #500 of them are in the UK
    fans_uk = 500
    #The rest are in Canada. The answer is
    fans_canada = fans_total - fans_us - fans_uk
    return fans_canada",500.0,Taylor Swift,,,"Question: Taylor Swift has 2000 fans. 1000 of them are in the US, 500 of them are in the UK, and the rest are in Canada. How many fans does she have in Canada?
Answer: 500.0","Question: Taylor Swift has 2000 fans. 1000 of them are in the US, 500 of them are in the UK, and the rest are in Canada. How many fans does she have in Canada?
Solution:
def solution():
    #Taylor Swift has 2000 fans
    fans_total = 2000
    #1000 of them are in the US
    fans_us = 1000
    #500 of them are in the UK
    fans_uk = 500
    #The rest are in Canada. The answer is
    fans_canada = fans_total - fans_us - fans_uk
    return fans_canada"
95,mathwell,mathwell_q361,1,1.0,1.0,1,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1,,,358.0,367,Super Mario has 1000 coins. He spends 200 coins on a mushroom. He then spends 3/5 of the remaining coins on a fire flower. How many coins does he have left?,"def solution():
    #Super Mario started with 1000 coins
    coins_initial = 1000
    #He spent 200 coins on a mushroom
    coins_mushroom = 200
    #He then spent 3/5 of the remaining coins on a fire flower
    coins_fire_flower = 3/5 * (coins_initial - coins_mushroom)
    #The answer is
    result = coins_initial - coins_mushroom - coins_fire_flower
    return result",320.0,Super Mario,,,"Question: Super Mario has 1000 coins. He spends 200 coins on a mushroom. He then spends 3/5 of the remaining coins on a fire flower. How many coins does he have left?
Answer: 320.0","Question: Super Mario has 1000 coins. He spends 200 coins on a mushroom. He then spends 3/5 of the remaining coins on a fire flower. How many coins does he have left?
Solution:
def solution():
    #Super Mario started with 1000 coins
    coins_initial = 1000
    #He spent 200 coins on a mushroom
    coins_mushroom = 200
    #He then spent 3/5 of the remaining coins on a fire flower
    coins_fire_flower = 3/5 * (coins_initial - coins_mushroom)
    #The answer is
    result = coins_initial - coins_mushroom - coins_fire_flower
    return result"
96,mathwell,mathwell_q231,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,360.0,234,Naruto has 1000 Ryo. He spends 200 Ryo on a new outfit and 300 Ryo on a new headband. How much Ryo does he have left?,"def solution():
    #Naruto has 1000 Ryo
    ryo_initial = 1000
    #He spends 200 Ryo on a new outfit
    ryo_spent_outfit = 200
    #He spends 300 Ryo on a new headband
    ryo_spent_headband = 300
    #The answer is
    result = ryo_initial - ryo_spent_outfit - ryo_spent_headband
    return result",500.0,Naruto,,,"Question: Naruto has 1000 Ryo. He spends 200 Ryo on a new outfit and 300 Ryo on a new headband. How much Ryo does he have left?
Answer: 500.0","Question: Naruto has 1000 Ryo. He spends 200 Ryo on a new outfit and 300 Ryo on a new headband. How much Ryo does he have left?
Solution:
def solution():
    #Naruto has 1000 Ryo
    ryo_initial = 1000
    #He spends 200 Ryo on a new outfit
    ryo_spent_outfit = 200
    #He spends 300 Ryo on a new headband
    ryo_spent_headband = 300
    #The answer is
    result = ryo_initial - ryo_spent_outfit - ryo_spent_headband
    return result"
97,mathwell,mathwell_q1362,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,367.0,1421,"A pound has 15 dogs. 5 of the dogs are beagles, 4 are dachshunds, and the rest are pugs. How many pugs are there?","def solution():
    #Total dogs
    total_dogs = 15
    #Beagles and dachshunds
    beagles = 5
    dachshunds = 4
    #The answer is
    pugs = total_dogs - beagles - dachshunds
    return pugs",6.0,dogs,,,"Question: A pound has 15 dogs. 5 of the dogs are beagles, 4 are dachshunds, and the rest are pugs. How many pugs are there?
Answer: 6.0","Question: A pound has 15 dogs. 5 of the dogs are beagles, 4 are dachshunds, and the rest are pugs. How many pugs are there?
Solution:
def solution():
    #Total dogs
    total_dogs = 15
    #Beagles and dachshunds
    beagles = 5
    dachshunds = 4
    #The answer is
    pugs = total_dogs - beagles - dachshunds
    return pugs"
98,mathwell,mathwell_q558,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,369.0,573,"Steph Curry is a basketball player who is known for his 3-point shooting. He has 2000 3-pointers in his career. 500 of them are from the left side of the court, 700 of them are from the right side of the court, and the rest are from the top of the key. How many 3-pointers has Steph Curry made from the top of the key?","def solution():
    #Total 3-pointers
    total_3_pointers = 2000
    #3-pointers from the left side
    left_side_3_pointers = 500
    #3-pointers from the right side
    right_side_3_pointers = 700
    #3-pointers from the top of the key
    top_of_the_key_3_pointers = total_3_pointers - left_side_3_pointers - right_side_3_pointers
    return top_of_the_key_3_pointers",800.0,Steph Curry,,,"Question: Steph Curry is a basketball player who is known for his 3-point shooting. He has 2000 3-pointers in his career. 500 of them are from the left side of the court, 700 of them are from the right side of the court, and the rest are from the top of the key. How many 3-pointers has Steph Curry made from the top of the key?
Answer: 800.0","Question: Steph Curry is a basketball player who is known for his 3-point shooting. He has 2000 3-pointers in his career. 500 of them are from the left side of the court, 700 of them are from the right side of the court, and the rest are from the top of the key. How many 3-pointers has Steph Curry made from the top of the key?
Solution:
def solution():
    #Total 3-pointers
    total_3_pointers = 2000
    #3-pointers from the left side
    left_side_3_pointers = 500
    #3-pointers from the right side
    right_side_3_pointers = 700
    #3-pointers from the top of the key
    top_of_the_key_3_pointers = total_3_pointers - left_side_3_pointers - right_side_3_pointers
    return top_of_the_key_3_pointers"
99,mathwell,mathwell_q865,1,1.0,1.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,373.0,893,Hello Kitty has 200 pencils. She has 20 more pencils than erasers. She has 50 more erasers than notebooks. How many notebooks does Hello Kitty have?,"def solution():
    #Hello Kitty has 200 pencils
    pencils = 200
    #She has 20 more pencils than erasers
    erasers = pencils - 20
    #She has 50 more erasers than notebooks
    notebooks = erasers - 50
    #The answer is
    result = notebooks
    return result",130.0,Hello Kitty,,,"Question: Hello Kitty has 200 pencils. She has 20 more pencils than erasers. She has 50 more erasers than notebooks. How many notebooks does Hello Kitty have?
Answer: 130.0","Question: Hello Kitty has 200 pencils. She has 20 more pencils than erasers. She has 50 more erasers than notebooks. How many notebooks does Hello Kitty have?
Solution:
def solution():
    #Hello Kitty has 200 pencils
    pencils = 200
    #She has 20 more pencils than erasers
    erasers = pencils - 20
    #She has 50 more erasers than notebooks
    notebooks = erasers - 50
    #The answer is
    result = notebooks
    return result"
100,mathwell,mathwell_q351,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,375.0,357,"A field hockey team has 12 players. 4 of them are forwards, 6 of them are midfielders, and the rest are defenders. How many defenders are there?","def solution():
    #Total number of players
    total_players = 12
    #Number of forwards and midfielders
    forwards = 4
    midfielders = 6
    #Number of defenders is
    defenders = total_players - forwards - midfielders
    return defenders",2.0,field hockey,,,"Question: A field hockey team has 12 players. 4 of them are forwards, 6 of them are midfielders, and the rest are defenders. How many defenders are there?
Answer: 2.0","Question: A field hockey team has 12 players. 4 of them are forwards, 6 of them are midfielders, and the rest are defenders. How many defenders are there?
Solution:
def solution():
    #Total number of players
    total_players = 12
    #Number of forwards and midfielders
    forwards = 4
    midfielders = 6
    #Number of defenders is
    defenders = total_players - forwards - midfielders
    return defenders"
102,mathwell,mathwell_q551,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,380.0,565,Captain Marvel has 5000 photon blasts. She uses 2000 of them to fight the Skrulls. She then uses 500 of them to fight the Kree. How many photon blasts does she have left?,"def solution():
    #Captain Marvel started with 5000 photon blasts
    photon_blasts_initial = 5000
    #She used 2000 of them to fight the Skrulls
    photon_blasts_used_skrulls = 2000
    #She used 500 of them to fight the Kree
    photon_blasts_used_kree = 500
    #The answer is
    result = photon_blasts_initial - photon_blasts_used_skrulls - photon_blasts_used_kree
    return result",2500.0,Captain Marvel,,,"Question: Captain Marvel has 5000 photon blasts. She uses 2000 of them to fight the Skrulls. She then uses 500 of them to fight the Kree. How many photon blasts does she have left?
Answer: 2500.0","Question: Captain Marvel has 5000 photon blasts. She uses 2000 of them to fight the Skrulls. She then uses 500 of them to fight the Kree. How many photon blasts does she have left?
Solution:
def solution():
    #Captain Marvel started with 5000 photon blasts
    photon_blasts_initial = 5000
    #She used 2000 of them to fight the Skrulls
    photon_blasts_used_skrulls = 2000
    #She used 500 of them to fight the Kree
    photon_blasts_used_kree = 500
    #The answer is
    result = photon_blasts_initial - photon_blasts_used_skrulls - photon_blasts_used_kree
    return result"
