,0,operation,success
77,"### Response: 
Question: A 200-car train is 2 miles long. If the train is 1000 miles long, how many cars is it?
Solution:
def solution():
    # A 200-car train is 2 miles long
    cars_per_mile = 200 / 2
    # The train is 1000 miles long
    train_length = 1000
    # The number of cars in the train is
    cars_in_train = cars_per_mile * train_length
    return cars_in_train",division,0
78,"### Response: 
Question: A volleyball team has 6 players. They are in a tournament with 3 other teams. How many games will the team play if each team plays every other team once?
Solution:
def solution():
    # A volleyball team has 6 players
    players_per_team = 6
    # They are in a tournament with 3 other teams
    total_teams = 4
    # Each team plays every other team once
    games_per_team = total_teams - 1
    # The answer is
    result = players_per_team * games_per_team
    return result",division,0
79,"### Response: 
Question: Serena Williams is the best tennis player in the world. She has won 23 Grand Slam titles. She has 10 more Grand Slam titles than her sister, Venus. How many Grand Slam titles do Serena and Venus have in total?
Solution:
def solution():
    # Serena has 23 Grand Slam titles
    serena_titles = 23
    # Venus has 10 less Grand Slam titles than Serena
    venus_titles = serena_titles - 10
    # The total number of Grand Slam titles is
    total_titles = serena_titles + venus_titles
    return total_titles",division,0
80,"### Response: 
Question: 
Black Panther has 24 vibranium-enhanced suits. He needs to give 2 suits to each of his 4 generals. How many suits does he have left?

Solution:
def solution():
    # Black Panther has 24 vibranium-enhanced suits
    suits_total = 24
    # He needs to give 2 suits to each of his 4 generals
    suits_per_general = 2
    # The answer is
    result = suits_total - (suits_per_general * 4)
    return result",division,0
81,"### Response: 
Question: A car travels 100 miles in 2 hours. It travels at a constant speed. How fast was the car going?
Solution:
def solution():
    #The car travels 100 miles
    distance = 100
    #The car travels at a constant speed
    speed = distance / 2
    return speed",division,1
82,"### Response: 
Question: A soccer team has 22 players. The players are divided into 2 equal teams for a scrimmage. How many players are on each team?
Solution:
def solution():
    # total number of players
    total_players = 22
    # number of players in each team
    players_per_team = total_players / 2
    return players_per_team",division,1
83,"### Response: 
Question: A train is 1,000 miles long. It is 2,000 miles from its destination. The train is traveling at 500 miles per hour. How many hours will it take to get there?
Solution:
def solution():
    # the train is 1,000 miles long
    train_length = 1000
    # it is 2,000 miles from its destination
    distance = 2000
    # the train is traveling at 500 miles per hour
    speed = 500
    # the answer is
    result = (distance + train_length) / speed
    return result",division,0
84,"### Response: 
Question: A car can travel 100 miles on 2.5 gallons of gas. How many miles can it travel on 20 gallons of gas?
Solution:
def solution():
    #100 miles are traveled on 2.5 gallons of gas
    miles_per_gallon = 100 / 2.5
    #20 gallons of gas are available
    gallons_of_gas = 20
    #The answer is
    result = miles_per_gallon * gallons_of_gas
    return result",division,0
85,"### Response: 
Question: 100 cars are in a parking lot. 20% of the cars are BMWs. 30% of the BMWs are red. 
How many red BMWs are in the parking lot?

Solution:
def solution():
    # total cars in the parking lot
    total_cars = 100
    # percentage of BMWs
    bmw_percentage = 0.20
    # percentage of red BMWs
    red_bmw_percentage = 0.30
    # number of BMWs
    bmws = total_cars * bmw_percentage
    # number of red BMWs
    red_bmws = bmws * red_bmw_percentage
    return red_bmws",division,0
86,"### Response: 
Question: LeBron James has 1000 points. He has 200 more points than Stephen Curry. How many points does Stephen Curry have?
Solution:
def solution():
    # LeBron James has 1000 points
    lebron_points = 1000
    # He has 200 more points than Stephen Curry
    stephen_curry_points = lebron_points - 200
    # The answer is
    return stephen_curry_points

# Uncomment the following line to execute the function and obtain the result
# print(solution())",division,0
87,"### Response: 
Question: A swimmer swam 2000 meters in 30 minutes. How many meters per minute did the swimmer swim?
Solution:
def solution():
    #The swimmer swam 2000 meters
    meters_swam = 2000
    #It took the swimmer 30 minutes to swim the 2000 meters
    minutes_swam = 30
    #The answer is
    result = meters_swam / minutes_swam
    return result",division,1
88,"### Response: 
Question: A cheerleading squad is preparing for a competition. The squad has a total of 18 cheerleaders. If they plan to create formations that are divided evenly into 3-row sections, how many cheerleaders will be in each row?
Solution:
def solution():
    # Total number of cheerleaders in the squad
    total_cheerleaders = 18
    # Number of rows they plan to create 
    num_rows = 3
    # Calculate the number of cheerleaders per row by dividing 
    # the total number of cheerleaders by the number of rows
    cheerleaders_per_row = total_cheerleaders // num_rows
    return cheerleaders_per_row

# Uncomment the line below to test the function
# print(solution())",division,1
89,"### Response: 
Question: Captain Marvel can punch 1000 times per minute. How many punches can she throw in 5 hours?
Solution:
def solution():
    #Captain Marvel can punch 1000 times per minute
    punches_per_minute = 1000
    #5 hours is 300 minutes
    minutes = 5 * 60
    #The answer is
    result = punches_per_minute * minutes
    return result",division,0
90,"### Response: 
Question: Captain Marvel is a superhero. She can punch 1000 times per minute. How many punches can she do in 10 minutes?
Solution:
def solution():
    #Captain Marvel can punch 1000 times per minute
    punches_per_minute = 1000
    #How many punches can she do in 10 minutes
    punches_in_10_minutes = punches_per_minute * 10
    #The answer is
    return punches_in_10_minutes",division,0
91,"### Response: 
Question: Captain America is in a battle. He has 150 vibranium shields. 

Each time he throws the shield, it takes 5 vibranium to recharge. 

How many times can he throw the shield?
Solution:
def solution():
    #Captain America has 150 vibranium shields
    vibranium_shields = 150
    #Each time he throws the shield, it takes 5 vibranium to recharge
    vibranium_per_throw = 5
    #The answer is
    result = vibranium_shields // vibranium_per_throw
    return result",division,1
92,"### Response: 
Question: 
There are 5 Power Rangers. 
Each Power Ranger has 5000 Zords. 
How many Zords do the Power Rangers have in total?
Solution:
def solution():
    # number of Power Rangers
    power_rangers = 5
    # number of Zords each Power Ranger has
    zords_per_ranger = 5000
    # total number of Zords
    total_zords = power_rangers * zords_per_ranger
    return total_zords",division,0
93,"### Response: 
Question: A plane can fly 1000 miles in 2 hours. How many miles can it fly in 10 hours?
Solution:
def solution():
    #A plane can fly 1000 miles in 2 hours
    miles_2_hours = 1000
    #The plane flies at a constant speed
    speed = miles_2_hours / 2
    #The plane can fly
    miles_10_hours = speed * 10
    return miles_10_hours",division,0
94,"### Response: 

Question: 
Taylor Swift has 100 cats. 
She has 24 hours in a day. 
She spends 1 hour a day with each cat. 
How many cats does she have left after a day?

Solution:

def solution():
    #Taylor Swift has 100 cats
    cats = 100
    #She has 24 hours in a day
    hours_in_a_day = 24
    #She spends 1 hour a day with each cat
    time_per_cat = 1
    #The answer is
    result = cats - (hours_in_a_day / time_per_cat)
    return result",division,0
95,"### Response: 
Question: 
There are 120 players on a lacrosse field. 
30 of them are from the home team, 30 are from the away team, and the rest are referees. 
How many referees are on the field?

Solution:
def solution():
    #Total number of players on the field
    total_players = 120
    #Number of players from the home team
    home_team_players = 30
    #Number of players from the away team
    away_team_players = 30
    #The number of referees is
    referees = total_players - home_team_players - away_team_players
    return referees",division,0
