,question,solution,answer,topic
24,The Teenage Mutant Ninja Turtles are a team of 4 turtles. 3 of the turtles are 15 years old. 1 of the turtles is 17 years old. How old is the average Teenage Mutant Ninja Turtle?,"def solution():
    #There are 4 turtles
    turtles = 4
    #3 of the turtles are 15 years old
    turtles_15 = 3
    #1 of the turtles is 17 years old
    turtles_17 = 1
    #The total ages of the turtles is
    total_ages = turtles_15 * 15 + turtles_17 * 17
    #The answer is
    result = total_ages / turtles
    return result",15.5,Ninja Turtles
25,"A bakery baked 120 pies on Monday. On Tuesday, they baked 50 more pies. On Wednesday, they baked 20 pies. How many pies were baked by the bakery in those 3 days?","def solution():
    #The bakery baked 120 pies on Monday
    pies_baked_monday = 120
    #50 more pies were baked on Tuesday
    pies_baked_tuesday = 50
    #20 pies were baked on Wednesday
    pies_baked_wednesday = 20
    #The answer is
    result = pies_baked_monday + pies_baked_tuesday + pies_baked_wednesday
    return result",190,unspecified
26,3000 cars are in a parking lot. 2000 of them are Hondas. 500 of the Hondas are Civics. 300 of the Civics are white. How many of the Hondas are Civics that are not white?,"def solution():
    #3000 cars are in a parking lot
    cars = 3000
    #2000 of them are Hondas
    hondas = 2000
    #500 of the Hondas are Civics
    civics = 500
    #300 of the Civics are white
    white_civics = 300
    #The answer is
    result = civics - white_civics
    return result",200,cars
27,"Naruto ate 50 ramen noodles on Monday. He ate 30 more ramen noodles on Tuesday. On Wednesday, he ate 20 ramen noodles. How many ramen noodles did Naruto eat at the end of Wednesday?","def solution():
    #Naruto ate 50 ramen noodles on Monday
    ramen_noodles_monday = 50
    #He ate 30 more ramen noodles on Tuesday
    ramen_noodles_tuesday = 30
    #On Wednesday, he ate 20 ramen noodles
    ramen_noodles_wednesday = 20
    #The answer is
    result = ramen_noodles_monday + ramen_noodles_tuesday + ramen_noodles_wednesday
    return result",100,Naruto
28,"In the first year at Hogwarts, Harry Potter had to buy 4 textbooks, 12 rolls of parchment, and 2 ink bottles. In the second year, he had to buy 2 more textbooks, 18 more rolls of parchment, and 3 more ink bottles. How many more rolls of parchment did he have to buy in the second year than the first?","def solution():
    #In the first year, Harry Potter had to buy
    textbooks_first_year = 4
    parchment_first_year = 12
    ink_bottles_first_year = 2
    #In the second year, he had to buy
    textbooks_second_year = 2
    parchment_second_year = 18
    ink_bottles_second_year = 3
    #The answer is
    result = parchment_second_year - parchment_first_year
    return result",6,Harry Potter
29,"Pikachu, the electric-type Pokémon, has 100 thunderbolts. It uses 20 thunderbolts in a battle with Squirtle and 30 thunderbolts in a battle with Bulbasaur. How many thunderbolts does Pikachu have left?","def solution():
    #Pikachu started with 100 thunderbolts
    thunderbolts_initial = 100
    #It used 20 in a battle with Squirtle
    thunderbolts_used_vs_squirtle = 20
    #It used 30 in a battle with Bulbasaur
    thunderbolts_used_vs_bulbasaur = 30
    #The answer is
    result = thunderbolts_initial - thunderbolts_used_vs_squirtle - thunderbolts_used_vs_bulbasaur
    return result",50,Pokémon
30,A baker baked 400 loaves of bread. He sells 100 loaves of bread in the morning and 100 in the afternoon. 50 loaves of bread are returned to him. How many loaves of bread does he have left?,"def solution():
    #The baker started with 400 loaves
    loaves_baked = 400
    #He sold 100 in the morning and 100 in the afternoon
    loaves_sold_morning = 100
    loaves_sold_afternoon = 100
    #50 loaves were returned
    loaves_returned = 50
    #The answer is
    result = loaves_baked - loaves_sold_morning - loaves_sold_afternoon + loaves_returned
    return result",250,unspecified
31,"Captain America has 5000 helmets. 2000 of them are for the Avengers, 1000 of them are for the X-Men, and 1000 of them are for the Fantastic Four. How many helmets does he have left?","def solution():
    #Captain America has 5000 helmets
    helmets_initial = 5000
    #2000 of them are for the Avengers
    helmets_avengers = 2000
    #1000 of them are for the X-Men
    helmets_xmen = 1000
    #1000 of them are for the Fantastic Four
    helmets_fantasticfour = 1000
    #The answer is
    result = helmets_initial - helmets_avengers - helmets_xmen - helmets_fantasticfour
    return result",1000,Captain America
32,A soccer ball is 22 inches in circumference. 12 soccer balls can fit in a box. 1000 boxes can fit on a truck. How many soccer balls can fit on 5 trucks?,"def solution():
    #A soccer ball is 22 inches in circumference
    soccer_ball_circumference = 22
    #12 soccer balls can fit in a box
    soccer_balls_per_box = 12
    #1000 boxes can fit on a truck
    boxes_per_truck = 1000
    #The answer is
    result = soccer_balls_per_box * boxes_per_truck * 5
    return result",60000,soccer
33,The 49ers have 11 players on the field. The Raiders have 12. How many more players does the Raiders have than the 49ers?,"def solution():
    #The 49ers have 11 players
    players_49ers = 11
    #The Raiders have 12
    players_raiders = 12
    #The answer is
    result = players_raiders - players_49ers
    return result",1,football
34,Wonder Woman can lasso 10 criminals a day. She lassos 10 criminals a day for 5 days. How many criminals has she lassoed?,"def solution():
    #Wonder Woman lassos 10 criminals a day
    criminals_per_day = 10
    #She does this for 5 days
    num_days = 5
    #The answer is
    result = criminals_per_day * num_days
    return result",50,Wonder Woman
35,"Ash has 100 Pokémon. He has 25 Pikachus, 20 Squirtles, and 15 Charmanders. How many other kinds of Pokémon does he have?","def solution():
    #Ash has 100 Pokémon in total
    total_pokemon = 100
    #He has 25 Pikachus, 20 Squirtles, and 15 Charmanders
    pikachus = 25
    squirtles = 20
    charmanders = 15
    #The answer is
    result = total_pokemon - pikachus - squirtles - charmanders
    return result",40,Pokémon
36,"Taylor Swift is at a concert. 10,000 of her fans are in the front row. 20,000 of her fans are in the middle row. 30,000 of her fans are in the back row. How many fans does she have in total?","def solution():
    #Taylor Swift has 10,000 fans in the front row
    front_row_fans = 10000
    #20,000 fans in the middle row
    middle_row_fans = 20000
    #30,000 fans in the back row
    back_row_fans = 30000
    #The answer is
    result = front_row_fans + middle_row_fans + back_row_fans
    return result",60000,Taylor Swift
37,1180 people live in a small town. 500 of them are men. 200 of the men and 100 of the women are over 50. How many people in the town are under 50?,"def solution():
    #Total population of the town
    total_population = 1180
    #Men in the town
    men = 500
    #Women in the town
    women = total_population - men
    #Men and women over 50
    men_over_50 = 200
    women_over_50 = 100
    #Total people over 50
    total_over_50 = men_over_50 + women_over_50
    #People under 50
    people_under_50 = total_population - total_over_50
    return people_under_50",880,unspecified
38,"Batman is chasing a criminal. He first jumps 10 feet, then 20, and then 30. How far has he jumped in total?","def solution():
    #Batman first jumps 10 feet
    jump_10 = 10
    #Then 20
    jump_20 = 20
    #Then 30
    jump_30 = 30
    #The answer is
    result = jump_10 + jump_20 + jump_30
    return result",60,Batman
39,"Tony Stark has 35 Iron Man suits. 10 of the suits are in the lab, 14 of the suits are in the garage, and the rest are in the basement. How many suits are in the basement?","def solution():
    #Tony Stark has 35 Iron Man suits
    suits_total = 35
    #10 of the suits are in the lab
    suits_lab = 10
    #14 of the suits are in the garage
    suits_garage = 14
    #The rest are in the basement
    suits_basement = suits_total - suits_lab - suits_garage
    return suits_basement",11,Iron Man
40,"A hobbyist has 5200 LEGO pieces. He is building a LEGO car. He first builds a chassis, which uses 1000 LEGO pieces. He then builds the body of the car, which uses 500 LEGO pieces. How many LEGO pieces are left?","def solution():
    #The hobbyist started with 5200 LEGO pieces
    lego_pieces_initial = 5200
    #He first built a chassis, which used 1000 LEGO pieces
    lego_pieces_chassis = 1000
    #He then built the body, which used 500 LEGO pieces
    lego_pieces_body = 500
    #The answer is
    result = lego_pieces_initial - lego_pieces_chassis - lego_pieces_body
    return result",3700,unspecified
41,"Captain America was in a battle with 500 Hydra soldiers. He took out 100 of them in the first 10 minutes, and then 200 of them in the next 10 minutes. How many Hydra soldiers were left?","def solution():
    #There were 500 Hydra soldiers
    hydra_soldiers_initial = 500
    #He took out 100 in the first 10 minutes
    hydra_soldiers_taken_10_minutes = 100
    #He took out 200 in the next 10 minutes
    hydra_soldiers_taken_20_minutes = 200
    #The answer is
    result = hydra_soldiers_initial - hydra_soldiers_taken_10_minutes - hydra_soldiers_taken_20_minutes
    return result",200,Captain America
42,A tollbooth on a highway collects $10 from every car. 2000 cars pass through the tollbooth on a Monday. 2500 cars pass through the tollbooth on a Tuesday. 3000 cars pass through the tollbooth on a Wednesday. How much money did the tollbooth collect?,"def solution():
    #The tollbooth collects $10 from every car
    toll_per_car = 10
    #2000 cars pass through the tollbooth on a Monday
    cars_monday = 2000
    #2500 cars pass through the tollbooth on a Tuesday
    cars_tuesday = 2500
    #3000 cars pass through the tollbooth on a Wednesday
    cars_wednesday = 3000
    #The answer is
    result = (cars_monday + cars_tuesday + cars_wednesday) * toll_per_car
    return result",75000,cars
43,1250 pineapples are shipped from the docks to a warehouse. 1600 more pineapples are shipped to the warehouse from the same docks. 400 pineapples are then shipped from the warehouse to a supermarket. How many pineapples are left in the warehouse?,"def solution():
    #1250 pineapples were shipped from the docks to the warehouse
    pineapples_shipped_1 = 1250
    #1600 more pineapples were shipped to the warehouse from the same docks
    pineapples_shipped_2 = 1600
    #400 pineapples were shipped from the warehouse to a supermarket
    pineapples_shipped_3 = 400
    #The answer is
    result = pineapples_shipped_1 + pineapples_shipped_2 - pineapples_shipped_3
    return result",2450,unspecified
44,12000 people were at a rally. 3000 more people showed up on the first day. 2000 more people showed up on the second day. 4000 more people showed up on the third day. How many people were at the rally at the end of the third day?,"def solution():
    #There were initially 12000 people
    people_initial = 12000
    #3000 more people showed up on the first day
    people_first_day = 3000
    #2000 more people showed up on the second day
    people_second_day = 2000
    #4000 more people showed up on the third day
    people_third_day = 4000
    #The answer is
    result = people_initial + people_first_day + people_second_day + people_third_day
    return result",21000,unspecified
